DATE,PROVIDER,PROVIDER NAME,DENOMINATOR,OBSERVED,EXPECTED,VALUE,PO_LL,PO_UL,OD_LL,OD_UL,OD_BANDING
2012-01-01,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,47518,1775,1603.092,1.1072,0.9246,1.0796,0.8789,1.1377,2
2012-01-01,RCC,SCARBOROUGH AND NORTH EAST YORKSHIRE HEALTH CARE NHS TRUST,24844,1157,1016.0261,1.1388,0.9058,1.1008,0.8743,1.1437,2
2012-01-01,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,23975,935,953.6768,0.9804,0.9029,1.1042,0.8735,1.1448,2
2012-01-01,RCF,AIREDALE NHS FOUNDATION TRUST,32034,923,1037.3763,0.8897,0.9068,1.0997,0.8746,1.1434,2
2012-01-01,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN. NHS FOUNDATION TRUST",37563,1465,1483.4777,0.9875,0.9217,1.0829,0.8783,1.1386,2
2012-01-01,RD1,ROYAL UNITED HOSPITAL BATH NHS TRUST,41380,1914,2020.6273,0.9472,0.9327,1.0707,0.8806,1.1355,2
2012-01-01,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,53062,1463,1621.5403,0.9022,0.925,1.0791,0.879,1.1376,2
2012-01-01,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,50117,1428,1397.2144,1.022,0.9194,1.0855,0.8777,1.1393,2
2012-01-01,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,43024,1112,1097.0359,1.0136,0.9093,1.0969,0.8752,1.1425,2
2012-01-01,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,48347,1921,1657.6368,1.1589,0.9258,1.0782,0.8792,1.1374,1
2012-01-01,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,49635,2233,1933.7723,1.1547,0.9312,1.0723,0.8803,1.1359,1
2012-01-01,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,50412,1414,1568.273,0.9016,0.9238,1.0805,0.8788,1.138,2
2012-01-01,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,43931,2078,2015.7103,1.0309,0.9326,1.0708,0.8806,1.1356,2
2012-01-01,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,23068,1083,1069.0913,1.013,0.9081,1.0982,0.8749,1.1429,2
2012-01-01,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,69957,2126,2129.6107,0.9983,0.9344,1.0688,0.881,1.1351,2
2012-01-01,REM,AINTREE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,43312,1991,1767.0786,1.1267,0.9281,1.0757,0.8797,1.1367,2
2012-01-01,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",85585,2972,3158.7932,0.9409,0.9459,1.0562,0.883,1.1324,2
2012-01-01,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,41373,1375,1301.3567,1.0566,0.9165,1.0887,0.8771,1.1402,2
2012-01-01,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,48268,1437,1384.6541,1.0378,0.919,1.0859,0.8777,1.1394,2
2012-01-01,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,44477,1665,1565.2301,1.0637,0.9237,1.0806,0.8787,1.138,2
2012-01-01,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,33335,905,1019.2028,0.8879,0.906,1.1006,0.8744,1.1437,2
2012-01-01,RGC,WHIPPS CROSS UNIVERSITY HOSPITAL NHS TRUST,53159,1432,1590.265,0.9005,0.9243,1.0799,0.8789,1.1378,2
2012-01-01,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,48174,1531,1471.181,1.0407,0.9214,1.0832,0.8782,1.1387,2
2012-01-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,32115,1428,1722.1368,0.8292,0.9272,1.0767,0.8795,1.137,3
2012-01-01,RGQ,IPSWICH HOSPITAL NHS TRUST,49343,1861,1803.4988,1.0319,0.9288,1.0749,0.8799,1.1366,2
2012-01-01,RGR,WEST SUFFOLK HOSPITALS NHS TRUST,33555,1217,1330.7148,0.9145,0.9174,1.0876,0.8773,1.1399,2
2012-01-01,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,69870,1912,2414.9424,0.7917,0.9383,1.0645,0.8817,1.1341,3
2012-01-01,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,60926,1765,1978.0089,0.8923,0.932,1.0714,0.8805,1.1357,2
2012-01-01,RHM,SOUTHAMPTON UNIVERSITY HOSPITALS NHS TRUST,86088,2549,2650.7118,0.9616,0.9411,1.0615,0.8822,1.1335,2
2012-01-01,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,103790,3563,4094.5582,0.8702,0.9524,1.0492,0.884,1.1312,3
2012-01-01,RHU,PORTSMOUTH HOSPITALS NHS TRUST,87455,2944,2978.6166,0.9884,0.9443,1.0579,0.8828,1.1328,2
2012-01-01,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,58901,2051,1876.932,1.0927,0.9302,1.0734,0.8801,1.1362,2
2012-01-01,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,83019,1415,1589.4626,0.8902,0.9243,1.08,0.8789,1.1378,2
2012-01-01,RJ2,LEWISHAM HEALTHCARE NHS TRUST,36602,962,1001.9069,0.9602,0.9052,1.1015,0.8742,1.144,2
2012-01-01,RJ6,CROYDON HEALTH SERVICES NHS TRUST,44066,1301,1269.0754,1.0252,0.9155,1.0898,0.8768,1.1405,2
2012-01-01,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,72076,1609,2111.6557,0.762,0.9341,1.0691,0.8809,1.1352,3
2012-01-01,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,32598,1094,998.5297,1.0956,0.9051,1.1017,0.8741,1.144,2
2012-01-01,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,32563,960,997.8962,0.962,0.905,1.1017,0.8741,1.144,2
2012-01-01,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,85340,3033,2905.0008,1.0441,0.9436,1.0587,0.8827,1.1329,2
2012-01-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,39531,1249,1097.646,1.1379,0.9093,1.0968,0.8753,1.1425,2
2012-01-01,RJL,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,58238,2238,1981.9251,1.1292,0.932,1.0714,0.8805,1.1357,2
2012-01-01,RJN,EAST CHESHIRE NHS TRUST,24811,965,978.7122,0.986,0.9041,1.1028,0.8739,1.1443,2
2012-01-01,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,48092,1367,1255.3653,1.0889,0.915,1.0903,0.8767,1.1406,2
2012-01-01,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,66246,1410,1541.0122,0.915,0.9231,1.0812,0.8786,1.1382,2
2012-01-01,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,49632,1759,1723.4971,1.0206,0.9272,1.0767,0.8795,1.137,2
2012-01-01,RK9,PLYMOUTH HOSPITALS NHS TRUST,74789,2402,2532.4803,0.9485,0.9397,1.0629,0.882,1.1338,2
2012-01-01,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,82269,2700,2515.9521,1.0732,0.9395,1.0632,0.8819,1.1339,2
2012-01-01,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,34774,569,838.8558,0.6783,0.8967,1.1114,0.8718,1.1471,3
2012-01-01,RL4,THE ROYAL WOLVERHAMPTON HOSPITALS NHS TRUST,59945,2203,1999.7987,1.1016,0.9323,1.071,0.8806,1.1356,2
2012-01-01,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,61254,2059,2025.3476,1.0166,0.9327,1.0706,0.8807,1.1355,2
2012-01-01,RLQ,WYE VALLEY NHS TRUST,26904,975,891.3296,1.0939,0.8997,1.1079,0.8726,1.146,2
2012-01-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,23942,1024,843.6016,1.2138,0.897,1.111,0.8718,1.147,1
2012-01-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,84397,3074,3064.3516,1.0031,0.9451,1.0571,0.8829,1.1326,2
2012-01-01,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,59341,1695,1891.3129,0.8962,0.9304,1.0731,0.8802,1.1361,2
2012-01-01,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,56538,1581,1689.3585,0.9359,0.9265,1.0775,0.8794,1.1372,2
2012-01-01,RM4,TRAFFORD HEALTHCARE NHS TRUST,9989,560,497.4222,1.1258,0.8672,1.1465,0.8622,1.1598,2
2012-01-01,RMC,ROYAL BOLTON HOSPITAL NHS FOUNDATION TRUST,54783,1761,1670.1838,1.0544,0.9261,1.0779,0.8793,1.1373,2
2012-01-01,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,34711,1474,1234.8292,1.1937,0.9144,1.0911,0.8765,1.1409,1
2012-01-01,RN1,WINCHESTER AND EASTLEIGH HEALTHCARE NHS TRUST,26391,944,925.5506,1.0199,0.9015,1.1058,0.8731,1.1453,2
2012-01-01,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,47203,1577,1534.5246,1.0277,0.923,1.0814,0.8786,1.1382,2
2012-01-01,RN5,BASINGSTOKE AND NORTH HAMPSHIRE NHS FOUNDATION TRUST,34149,962,840.1674,1.145,0.8968,1.1113,0.8718,1.1471,2
2012-01-01,RN7,DARTFORD AND GRAVESHAM NHS TRUST,39200,1412,1285.9467,1.098,0.916,1.0892,0.877,1.1403,2
2012-01-01,RNA,THE DUDLEY GROUP OF HOSPITALS NHS FOUNDATION TRUST,69786,2213,1961.7575,1.1281,0.9317,1.0718,0.8804,1.1358,2
2012-01-01,RNH,NEWHAM UNIVERSITY HOSPITAL NHS TRUST,45022,626,797.2786,0.7852,0.8941,1.1143,0.871,1.1481,3
2012-01-01,RNJ,BARTS AND THE LONDON NHS TRUST,68601,1306,1882.0058,0.6939,0.9303,1.0733,0.8802,1.1362,3
2012-01-01,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,44593,1735,1520.9474,1.1407,0.9226,1.0818,0.8785,1.1383,1
2012-01-01,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,44169,1511,1386.7896,1.0896,0.9191,1.0858,0.8777,1.1394,2
2012-01-01,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,54391,1551,1392.9106,1.1135,0.9192,1.0856,0.8777,1.1393,2
2012-01-01,RNZ,SALISBURY NHS FOUNDATION TRUST,35913,1055,1096.5145,0.9621,0.9093,1.0969,0.8752,1.1425,2
2012-01-01,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,73899,2721,2675.5832,1.017,0.9413,1.0612,0.8823,1.1334,2
2012-01-01,RPA,MEDWAY NHS FOUNDATION TRUST,51786,1731,1493.8571,1.1587,0.922,1.0826,0.8783,1.1385,1
2012-01-01,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,47236,1891,1851.7045,1.0212,0.9297,1.0739,0.88,1.1363,2
2012-01-01,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,56422,1659,1533.9413,1.0815,0.923,1.0814,0.8786,1.1382,2
2012-01-01,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,49183,554,711.1629,0.779,0.8881,1.1214,0.8692,1.1505,3
2012-01-01,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,21258,671,744.5812,0.9012,0.8906,1.1185,0.8699,1.1495,2
2012-01-01,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,36500,1350,1387.1574,0.9732,0.9191,1.0858,0.8777,1.1394,2
2012-01-01,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,37593,621,632.0257,0.9826,0.8816,1.1291,0.8671,1.1533,2
2012-01-01,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,149117,4271,4104.7278,1.0405,0.9525,1.0492,0.884,1.1312,2
2012-01-01,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,33893,1424,1449.5168,0.9824,0.9208,1.0839,0.8781,1.1388,2
2012-01-01,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,157947,4176,4467.5888,0.9347,0.9544,1.0471,0.8843,1.1308,2
2012-01-01,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",47685,1682,1593.3838,1.0556,0.9244,1.0799,0.8789,1.1378,2
2012-01-01,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,57265,2165,2205.0864,0.9818,0.9355,1.0676,0.8812,1.1348,2
2012-01-01,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,63189,1009,1428.93,0.7061,0.9202,1.0845,0.878,1.139,3
2012-01-01,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,105933,2636,2775.2511,0.9498,0.9424,1.0601,0.8825,1.1332,2
2012-01-01,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,82156,2757,2830.0301,0.9742,0.9429,1.0595,0.8825,1.1331,2
2012-01-01,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,73237,3014,2969.6122,1.0149,0.9443,1.058,0.8828,1.1328,2
2012-01-01,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,82586,2753,2532.0788,1.0872,0.9397,1.0629,0.882,1.1338,2
2012-01-01,RTH,OXFORD RADCLIFFE HOSPITALS NHS TRUST,105978,3113,3044.3003,1.0226,0.9449,1.0573,0.8829,1.1327,2
2012-01-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,48100,1653,1747.8173,0.9458,0.9277,1.0761,0.8796,1.1369,2
2012-01-01,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,48763,1598,1689.1096,0.9461,0.9265,1.0775,0.8794,1.1372,2
2012-01-01,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,93317,2642,2758.3368,0.9578,0.9422,1.0602,0.8824,1.1332,2
2012-01-01,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,53074,2027,1787.5324,1.134,0.9285,1.0753,0.8798,1.1366,2
2012-01-01,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,66600,1730,2123.06,0.8149,0.9343,1.0689,0.881,1.1351,3
2012-01-01,RVJ,NORTH BRISTOL NHS TRUST,72198,2138,2180.5941,0.9805,0.9351,1.068,0.8811,1.1349,2
2012-01-01,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,74860,2253,2556.2015,0.8814,0.94,1.0626,0.882,1.1337,3
2012-01-01,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,57552,1873,2073.5138,0.9033,0.9335,1.0697,0.8808,1.1353,2
2012-01-01,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,99524,3980,4086.0936,0.974,0.9524,1.0493,0.884,1.1312,2
2012-01-01,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,56122,1824,1743.8928,1.0459,0.9276,1.0762,0.8796,1.1369,2
2012-01-01,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,35833,1334,1260.0676,1.0587,0.9152,1.0901,0.8767,1.1406,2
2012-01-01,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,84417,1367,1276.9013,1.0706,0.9157,1.0895,0.8769,1.1404,2
2012-01-01,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,139327,4362,4135.026,1.0549,0.9526,1.049,0.8841,1.1311,2
2012-01-01,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,92366,3332,2838.7081,1.1738,0.943,1.0594,0.8826,1.1331,1
2012-01-01,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,93794,3657,3289.4424,1.1117,0.947,1.0551,0.8832,1.1322,2
2012-01-01,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,149990,4462,4202.1951,1.0618,0.953,1.0486,0.8841,1.1311,2
2012-01-01,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,65945,2171,2129.8766,1.0193,0.9344,1.0688,0.881,1.1351,2
2012-01-01,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,50735,1658,1634.9188,1.0141,0.9253,1.0788,0.8791,1.1375,2
2012-01-01,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,67001,2522,2097.4892,1.2024,0.9339,1.0693,0.8809,1.1352,1
2012-01-01,RWJ,STOCKPORT NHS FOUNDATION TRUST,59743,1684,1827.4996,0.9215,0.9293,1.0744,0.88,1.1364,2
2012-01-01,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,74597,2611,2407.6426,1.0845,0.9382,1.0646,0.8817,1.1342,2
2012-01-01,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,51820,1588,1560.5704,1.0176,0.9236,1.0807,0.8787,1.138,2
2012-01-01,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,76793,2217,2197.3438,1.0089,0.9354,1.0677,0.8812,1.1348,2
2012-01-01,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,134161,4221,4414.5558,0.9562,0.9541,1.0474,0.8843,1.1309,2
2012-01-01,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,60329,2741,2542.7837,1.078,0.9398,1.0628,0.882,1.1338,2
2012-01-01,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,95363,3062,2929.249,1.0453,0.9439,1.0584,0.8827,1.1329,2
2012-01-01,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,67997,2340,2383.6861,0.9817,0.9379,1.0649,0.8817,1.1342,2
2012-01-01,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,76870,2269,2275.5302,0.9971,0.9365,1.0665,0.8814,1.1346,2
2012-01-01,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,53881,2380,1991.4792,1.1951,0.9322,1.0712,0.8805,1.1357,1
2012-01-01,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,77186,2267,2287.2075,0.9912,0.9366,1.0663,0.8814,1.1345,2
2012-01-01,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,86655,2793,2919.6862,0.9566,0.9438,1.0585,0.8827,1.1329,2
2012-01-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,51876,1656,1484.754,1.1153,0.9217,1.0828,0.8783,1.1386,2
2012-01-01,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,79217,2602,2286.5187,1.138,0.9366,1.0663,0.8814,1.1345,1
2012-01-01,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,61442,2452,2219.3176,1.1048,0.9357,1.0673,0.8812,1.1348,2
2012-01-01,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,106864,2259,2984.6294,0.7569,0.9444,1.0579,0.8828,1.1328,3
2012-01-01,RYQ,SOUTH LONDON HEALTHCARE NHS TRUST,100854,3031,3328.119,0.9107,0.9473,1.0547,0.8833,1.1322,2
2012-01-01,RYR,WESTERN SUSSEX HOSPITALS NHS TRUST,75343,3126,2788.1844,1.1212,0.9425,1.0599,0.8825,1.1332,2
2012-04-01,5QT,ISLE OF WIGHT NHS PRIMARY CARE TRUST,18986,874,760.2982,1.1495,0.8917,1.1172,0.8687,1.1511,2
2012-04-01,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,44965,1312,1476.0107,0.8889,0.9215,1.0831,0.8766,1.1408,2
2012-04-01,RA3,WESTON AREA HEALTH NHS TRUST,17953,976,908.6598,1.0741,0.9006,1.1068,0.8713,1.1477,2
2012-04-01,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,22836,895,848.8573,1.0544,0.8973,1.1107,0.8703,1.149,2
2012-04-01,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,75992,1701,1765.0585,0.9637,0.9281,1.0758,0.878,1.139,2
2012-04-01,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,38282,1546,1631.8765,0.9474,0.9252,1.0789,0.8774,1.1398,2
2012-04-01,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,75286,1796,1933.382,0.9289,0.9312,1.0723,0.8786,1.1381,2
2012-04-01,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,49205,2109,2070.2075,1.0187,0.9335,1.0698,0.8791,1.1376,2
2012-04-01,RAL,ROYAL FREE HAMPSTEAD NHS TRUST,46718,1146,1511.108,0.7584,0.9224,1.0821,0.8768,1.1406,3
2012-04-01,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,26143,784,919.549,0.8526,0.9012,1.1062,0.8714,1.1475,3
2012-04-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,38438,974,1076.281,0.905,0.9084,1.0978,0.8734,1.145,2
2012-04-01,RAX,KINGSTON HOSPITAL NHS TRUST,48232,1232,1459.6071,0.8441,0.9211,1.0836,0.8765,1.141,3
2012-04-01,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,53733,1528,1614.4124,0.9465,0.9249,1.0793,0.8773,1.1399,2
2012-04-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,29920,1111,1053.8426,1.0542,0.9075,1.0989,0.8731,1.1453,2
2012-04-01,RBK,WALSALL HEALTHCARE NHS TRUST,37345,1458,1339.2834,1.0886,0.9177,1.0874,0.8757,1.142,2
2012-04-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,62578,2071,2004.3053,1.0333,0.9324,1.071,0.8789,1.1378,2
2012-04-01,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,61750,1921,1875.9242,1.024,0.9302,1.0734,0.8784,1.1384,2
2012-04-01,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,42580,1467,1323.9087,1.1081,0.9172,1.0879,0.8756,1.1421,2
2012-04-01,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,28344,1250,1280.5714,0.9761,0.9159,1.0894,0.8752,1.1425,2
2012-04-01,RC1,BEDFORD HOSPITAL NHS TRUST,27792,1080,1077.6748,1.0022,0.9085,1.0978,0.8734,1.145,2
2012-04-01,RC3,EALING HOSPITAL NHS TRUST,31488,728,815.6272,0.8926,0.8953,1.113,0.8698,1.1497,2
2012-04-01,RC9,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,55941,1512,1408.5082,1.0735,0.9197,1.0851,0.8761,1.1414,2
2012-04-01,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,47614,1807,1619.9545,1.1155,0.925,1.0792,0.8773,1.1398,2
2012-04-01,RCC,SCARBOROUGH AND NORTH EAST YORKSHIRE HEALTH CARE NHS TRUST,24532,1175,1006.0642,1.1679,0.9054,1.1013,0.8726,1.146,1
2012-04-01,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,23908,883,941.2728,0.9381,0.9023,1.1049,0.8717,1.1471,2
2012-04-01,RCF,AIREDALE NHS FOUNDATION TRUST,31542,968,1048.5085,0.9232,0.9073,1.0992,0.8731,1.1454,2
2012-04-01,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN. NHS FOUNDATION TRUST",38135,1512,1523.4203,0.9925,0.9227,1.0817,0.8768,1.1405,2
2012-04-01,RD1,ROYAL UNITED HOSPITAL BATH NHS TRUST,41776,1880,1987.7523,0.9458,0.9321,1.0713,0.8788,1.1379,2
2012-04-01,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,52544,1441,1624.0598,0.8873,0.9251,1.0791,0.8773,1.1398,2
2012-04-01,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,49883,1441,1418.0805,1.0162,0.9199,1.0848,0.8762,1.1413,2
2012-04-01,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,43091,1092,1107.4363,0.9861,0.9097,1.0964,0.8737,1.1445,2
2012-04-01,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,48090,1914,1658.0587,1.1544,0.9258,1.0782,0.8775,1.1396,1
2012-04-01,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,49277,2236,1918.5157,1.1655,0.9309,1.0726,0.8786,1.1382,1
2012-04-01,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,50860,1417,1579.739,0.897,0.9241,1.0802,0.8771,1.1401,2
2012-04-01,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,44465,2123,2050.9683,1.0351,0.9332,1.0701,0.879,1.1376,2
2012-04-01,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,23645,1158,1073.4838,1.0787,0.9083,1.098,0.8734,1.145,2
2012-04-01,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,70131,2159,2148.7204,1.0048,0.9347,1.0685,0.8793,1.1373,2
2012-04-01,REM,AINTREE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,43020,1938,1718.6693,1.1276,0.9271,1.0768,0.8778,1.1392,2
2012-04-01,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",86644,2995,3193.7841,0.9378,0.9462,1.0559,0.8813,1.1347,2
2012-04-01,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,41736,1410,1309.2389,1.077,0.9168,1.0884,0.8755,1.1423,2
2012-04-01,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,48324,1467,1398.7588,1.0488,0.9194,1.0854,0.8761,1.1415,2
2012-04-01,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,44488,1649,1540.5626,1.0704,0.9231,1.0813,0.8769,1.1404,2
2012-04-01,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,33153,931,1006.2532,0.9252,0.9054,1.1013,0.8726,1.146,2
2012-04-01,RGC,WHIPPS CROSS UNIVERSITY HOSPITAL NHS TRUST,53143,1418,1588.0234,0.8929,0.9242,1.08,0.8772,1.14,2
2012-04-01,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,47316,1536,1501.6899,1.0228,0.9221,1.0823,0.8767,1.1406,2
2012-04-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,32393,1446,1743.3269,0.8294,0.9276,1.0762,0.8779,1.1391,3
2012-04-01,RGQ,IPSWICH HOSPITAL NHS TRUST,48623,1836,1788.022,1.0268,0.9285,1.0753,0.8781,1.1389,2
